sha256,filepath,label
9ffdeaca24af176d2727c600a56cc6a7cae7b3f6ced03781fea667bb64a26677,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (155).jpg,freshapple
f40b6b6b2a58bfe87f1862b693f95cb19b930313d0e58b0e5fdbed940be23d35,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (156).jpg,freshapple
9c5a158e01ab77bd7e4381d2700d99ff2825e40ea7574c1f8959a91a27ecf586,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (157).jpg,freshapple
4bf9106729d5b4765bf114dccef18a5347b304ab71caba6bd393a9ce20d462f5,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (158).jpg,freshapple
559a66b0e4e6b47114d5579546c7de6008f6320eeedf6f443f980fb892917e23,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (159).jpg,freshapple
75a605cfdb645b283eda21009a90050475adbb3485eb8ba8c92aa137700d6f12,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (160).jpg,freshapple
23c08f073a1b2ab0cd4e656dde20bdef2ab1102727c546f04fcddeb6fab0678a,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (161).jpg,freshapple
bff5cbf6d2e3e928d7bdafd6ae864d216c3c088f61d4ecdfca13f7280347c846,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (162).jpg,freshapple
978bbe48769aaf34396affe4540726966c28dd8657e41b1142688ec91d4fbf15,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (163).jpg,freshapple
ada4388bd52a03a112e809adf764c08f43fe2dd19cd0f87a278b18f984822528,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (164).jpg,freshapple
925b0443c8e56c9c668e974b866f9162f9aced2046bab39d753d333699c3bba8,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (165).jpg,freshapple
1d1bebdf6f7259ab57f0e9b940c3e4a1078a473f3cdc3917206294e3c39a4a3d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (166).jpg,freshapple
dd49474ce0d14481d76a22610bf18ed64e11ac7a6b33d92693ef96fe65744897,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (167).jpg,freshapple
a8908a12f66fc90aa9859f8a3abd9daba2338cc49b5ce7895b93816f7e36563d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (168).jpg,freshapple
771db91ba8c741515286cdfe30bcb4488048a50cac663fb5613061c2d4982c64,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (169).jpg,freshapple
a914216acd47d8bf4f2f9f9d03a1950c8a01677114f0eaa528ac1ebf3c6276c4,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (170).jpg,freshapple
baec4c7d64b7275ecc5c8437c812eda418deb0cdab7ca585aafb8b17de95f451,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (171).jpg,freshapple
c6ef571126aa9fc052260deaf7825a4a09b655b815a800ccb7ba9695de72acfe,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (172).jpg,freshapple
256705671ea2516827b04251df595f5b2e8f03d15e2bc16a4a166bf50935d655,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (173).jpg,freshapple
71a328d88b5fee59e9f9a090f6a8ff045cc669d0c617913f7626938c0f09f277,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (174).jpg,freshapple
d325b7535b30de036cf9cfc0c7314f4422d9df066d6b48e88ed5860ae61eae5d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (175).jpg,freshapple
8d8ad0a83485e643934dc4b121ea1545a36fd826570f925ea1601d2019200721,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (176).jpg,freshapple
9f2ccbd6d45629ffe00c2fdf2be0ca32a5de652da5b8b451c13ccfbeb045e884,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (177).jpg,freshapple
b625d953604af2b7e4d51ba5a8ca0620790d06ee6af32a84d36d88ee0d630b1e,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (178).jpg,freshapple
06cc1324e1b62fa944c1596541e0cc7e6451ea1cf658a8d653760e473bb5a45d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (179).jpg,freshapple
b1937f54ab7c3202124f2123c7db332044ddb4416146749f3fe8ad3f3e190d0c,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (180).jpg,freshapple
72e8215f9ab0a48f198dfac9ef8ce6f3d823709f6a8bfa85b82bb8db775d2170,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (181).jpg,freshapple
36c9918c0951c28881876c2b03d0e741439d2ac079c1cfd4399014bb47065506,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (182).jpg,freshapple
33f75d4e0dcdcd669218329e722ed7b3e5a4194c0444f4ac676d53b768299929,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (183).jpg,freshapple
99e713000112a1c67ab2e80a65b76d0c9942e5336b953cf0459fda442555d0c1,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (184).jpg,freshapple
8cdcc134711db5384e66df01c358f0117ee6294b0e762e6a93bc4d1f815fb2d3,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (185).jpg,freshapple
00242f5189d4e2bb61edb15533f8a3466f6631f79d8fae3e080dca9c667939f7,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (186).jpg,freshapple
bb87dcf3daaf86d21e10e579f139654276b61cd9e510b7d56a91937215096fbb,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (187).jpg,freshapple
4f6eb68bab6ee51b7fdd9419ec4eda3ac8469de609d75bd84c50e6f0abbd7f18,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (188).jpg,freshapple
4734de7580bf7d6d9c18f4c3293f2fdb27d6338f984422ce27a71bfdc06e0a09,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (189).jpg,freshapple
b93bd4887377675f251653a9b24c28520c880ad18f3f36263fabbfe521c6b183,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (190).jpg,freshapple
c8ba0aee81498434bb43b20145aec0785edb7774fadd63032d4ed4cc16fe757f,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (191).jpg,freshapple
ae5f96d1d2189d576a07df28c3be235d1f45bc09f692844bd362cc786802ae14,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (192).jpg,freshapple
8d48d5488556cd15a46e23321864c9ad794209ed6925be8045162f0ca08aea30,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (193).jpg,freshapple
47dbd10ea2bd34f60079c14f2fada60c9a2767f28cd0b644ddc5ea852def8a16,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (194).jpg,freshapple
afb390e842a52c992ff36e930ce57d2c6e814d81a73cb25496e2311adc18a630,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (195).jpg,freshapple
b07311f81a8c8181582ead1e6e948ba74fb4f031093ad41ace0a7a7c2d80e945,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (196).jpg,freshapple
df54b66c395048db5f1866877d61ede9e1627bdf4fb29cdaa627a957af13c203,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (197).jpg,freshapple
80a52747a999871ad91d559e1c1dd5e0e25a6ab9708577bf1c1a4e8e00b538b6,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (198).jpg,freshapple
eda33cf69d05772ee046d15c477ec68a65c19bc6d010ed03ce31642981400df9,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (199).jpg,freshapple
9cf180d523260ab6483f5c083a0d1acbf5751885e961765cd12c64db6e17a7d1,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (200).jpg,freshapple
84b4fc63a56a7d00ca4ff377c649774331c0c8ae14a43340d25a156460890aeb,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (201).jpg,freshapple
d856112fa423067333c6e42ca82aeaddba45f74d41228eeb940a84f0f45060aa,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (202).jpg,freshapple
1c88d07439cab5fafabd20c3fe701b2e80abc4e5984e8ea7c82305b2c27f2353,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (203).jpg,freshapple
08dafea24a17bea0eb3479e9db0fbb0e6e91c9b3e7e23a054f568e349106628d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (204).jpg,freshapple
e89b0aeda089277535e14335b07c32bb29fdf83551fab60aa92359d41c6be9e5,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (205).jpg,freshapple
ee25e00aae36d9b668890713eca8cc61525b2e542dd8f65213825e7908f89faa,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (206).jpg,freshapple
638b22e052d3582feb8311f637b143fb2aef3f088c6ecd185d5d0900cf760642,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (207).jpg,freshapple
e3b75984f530e3a59445a850e220528789f79667bbdb67991214739ba8e94658,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (208).jpg,freshapple
74d90d60052fc43e57a09d535e0b09a622ac5caf72f9ae96ec98c9ceaf2f876d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (209).jpg,freshapple
664ecafebf1f490d9c4aff38cebb11ec1fe3f0a9b1af694c6650be7282223da9,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (210).jpg,freshapple
cfb6c37ab1263f0c16563c38c63272200eedfbe92cf2b438ca53921af62a8226,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (211).jpg,freshapple
d0501e628a2c983bdcc62a1355bbc71ca7246147422eac6b9b4c7cbaab1584a7,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (212).jpg,freshapple
a677e87bee6fc42c98bca045519aa51b8236514180d327b3c495b72a78d80df8,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (213).jpg,freshapple
e72a8547dcecb549afd2a95a2bf378019bf73a4fa101aa1a90ab50de79fbf522,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (214).jpg,freshapple
be9df2077c2d92e725feab919c17bed2a0e2e640590cb0dddeaa76a86a858fc9,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (215).jpg,freshapple
663aac478afa3f22ccf5bdf841fef0ec9ead3cfa30ab52d86afd1298f83c2b22,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (216).jpg,freshapple
e35bd8b2786c88c955542dbf3886760ab008190d00d514e0b5a94eba25f4c2f3,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (217).jpg,freshapple
8d9405d84a204db179581f38db282dce015431caa50a03b1795191fb607b9b13,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (218).jpg,freshapple
a6cbc23d778bd087f6207b8697c1f6931b020c2ed58b5045852797945a8df91a,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (219).jpg,freshapple
27787965685335de40cdb2f802f595333173deea3d8154afa625733d0f73196c,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (220).jpg,freshapple
f30b86aba1f87dcd60de28aa8722f8ded72826c4b584955d6e92751c9127ec4a,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (221).jpg,freshapple
839ec1e053cfe9cc9e647e3f72fde6468ee49a4405cc52272b708d54a37fbd5b,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (222).jpg,freshapple
8cc6b44b4fa031bdfb3be30e423be739f4d6465353b2bfcd3c10d929b022d679,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (223).jpg,freshapple
e30514064eb45c996b4e96006f61e7b894bac4eda3c01bc98fd11412f5f253b1,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (224).jpg,freshapple
cd40478ba1582cd51ad6607189e1e32a722c0aa03a4e0c383d11c8b4fd9c4f38,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (225).jpg,freshapple
9db419704c96db2a5783946885d838004e12e9a42bdf065b09a7e4eaa9b70862,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (226).jpg,freshapple
a4688732d20a7d035ae70f954db401072bb2724a512d00a89c63198d16e4d1ba,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (227).jpg,freshapple
13e963ec0fc3a1105174af47973c2661ded68b4bfa11dd3ad9ef4c75115a448b,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (228).jpg,freshapple
7614d5a8800a460112473790ea528dfbd159a0f55357eb5b012034473201b972,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (229).jpg,freshapple
015133ef33462cf134c75047573b987bdd6becc7785f69d84fb894f37f031433,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (230).jpg,freshapple
807df261d77edbcb03e9fef3c93dbf0613382a97a9e723f9698c5a8127beebfe,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (231).jpg,freshapple
a31f74a9518a5d381cc1dfb5cd2da1b82d70094581a9130d039cfc442f7edcda,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (232).jpg,freshapple
59c5d55919b7fb47dba1913efb69c118a53bf17e6f9e0ef025f1cccbf57e2ba3,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (233).jpg,freshapple
f239377d4bf3a5b77598a5ac2723428f5c61f8130317836c37079d0af217b3bb,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (234).jpg,freshapple
6d88a695b3f805a5b2c452f2c85ab79a6a300d310184f54d019d3479976d27a4,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (235).jpg,freshapple
2e4ba84a15bab7aca95ecbf3c7cd60a8154e3f9d1329a29c01c25be038d27fc0,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (236).jpg,freshapple
93c2559bdb9d950e55f19c095ba1036f6fcc8aaf1856c060f961146103ebb8d7,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (237).jpg,freshapple
4f9624a6eba81f2d645726fbdea2a7648983d42f4a274b06f970491e6e652975,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (238).jpg,freshapple
b7e97c4028b8e3005c2a3b78cbff19d2f0a8a6b17f9417af4c5726e71bf17a58,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (239).jpg,freshapple
d966641788d9c38723c016712bbd974d21674aa35034eaf65adde605ad03ad70,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (240).jpg,freshapple
a53b6bb1ef2ec9dc968ab058198f54b2af0fc3e73d9d7aeecdb3ca1329fcfd50,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (241).jpg,freshapple
3f945d086f821099cf824f58b2181821dec811eaaca9b6d892b7a578f3974f7e,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (242).jpg,freshapple
1ae0c8fa5c252f122c0257ea168b6517843b73efb4bbcb0006d6c84e2c8dbaab,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (243).jpg,freshapple
e4a008a8e9d71e666e3c1d26f398c75c85473f3a0a296fa4f5813f0eb12ed90c,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (244).jpg,freshapple
7d43fe4a5940563561c0e7bdeb1ab222a119d4b51d03fa37569bd3927acbc016,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (245).jpg,freshapple
8a6c84dee10bdd3060d470a87fc33209e11a7f945dc9a64aa319d34b28a29bb0,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (246).jpg,freshapple
9e01ed4bc351cf33120eb39ada07bdb91169c80141bf10a1a8d368cc6c234a93,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (247).jpg,freshapple
17a84da3e32e96a6c3254f2c072c7d4cc85793d6dd48e15b184880408a536f00,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (248).jpg,freshapple
f98ae2515e419117de70fdc30b169cda0a13cbffbefa17b8f8c5069c64c8f63d,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (249).jpg,freshapple
9606f7f69e22b92e7aab0f4d87f5b9f111002d15b7a2f1919c42eabdb816e6e9,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (250).jpg,freshapple
79c6fee89a24c0e0d9d30632283e58ed35b97359e951c0d013e7070722336e80,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (251).jpg,freshapple
ca2c529f8558ba47142e8553029e9523a66c6e7c4f20ac9deeb562def66eeafc,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (252).jpg,freshapple
c5ac9501e82ce68820585a976f7534cd7d51d581bc6d80179e745d44f4b8ebe9,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (253).jpg,freshapple
d49a1542d5dce0817b48e85d4b9a842f20b5f89749960fea5fe18bd51354e6e7,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (254).jpg,freshapple
1fda87dbfbc8e81b97f76086215bb823003c7b7b55ae82c91113da88df89b070,C:\Users\76462\Desktop\9444 proj\dataset\Fruits_Vegetables_Dataset(12000)\Fruits\FreshApple\freshApple (255).jpg,freshapple
